number,short_description,priority,category,subcategory,assignment_group,cmdb_ci,contact_type,opened_at,resolved_at,closed_at,close_code,close_notes,incident_state,made_sla,reopen_count,major_incident_state,impact,urgency,severity,sys_created_on
INC4001136,HR portal error on submit,4 - Low,Support,Error,App Support,Helios HR Portal,Self-service,2025-12-24 12:40:32,2025-12-25 03:58:32,2025-12-25 03:58:32,Solved (Work Around),Resolved: hr portal error on submit addressed by App Support.,Closed,true,0,No,Low,4 - Low,4,2025-12-24 12:40:32
INC4001141,HR portal error on submit,4 - Low,Software,Outage,App Support,Helios HR Portal,Email,2025-07-28 03:26:17,2025-07-30 06:44:17,2025-07-30 06:44:17,Solved (Work Around),Resolved: hr portal error on submit addressed by App Support.,Closed,true,1,No,Low,4 - Low,4,2025-07-28 03:26:17
INC4001148,Printer offline,3 - Moderate,Support,Performance,Deskside Support,Vertex Print Service,Self-service,2025-11-14 21:33:37,2025-11-15 15:57:37,2025-11-15 15:57:37,Solved (Permanently),Resolved: printer offline addressed by Deskside Support.,Closed,true,0,No,Moderate,3 - Moderate,3,2025-11-14 21:33:37
INC4001149,Mailbox quota exceeded,2 - High,Email,Configuration,Cloud Ops,Mailflow Online,Email,2025-11-28 17:34:25,2025-11-29 20:40:25,2025-11-29 20:40:25,Solved (Permanently),Resolved: mailbox quota exceeded addressed by Cloud Ops.,Closed,true,0,No,High,2 - High,2,2025-11-28 17:34:25
INC4001150,MFA prompt not received,4 - Low,Access,Error,Identity & Access,Titan Auth Service,Phone,2025-11-26 02:26:23,2025-11-26 09:32:23,2025-11-26 09:32:23,Known Error,Resolved: mfa prompt not received addressed by Identity & Access.,Closed,false,1,No,Low,4 - Low,4,2025-11-26 02:26:23
INC4001152,Payment timeout at checkout,4 - Low,Network,Outage,App Support,Acme Payments API,Chat,2025-09-09 00:56:51,2025-09-10 07:56:51,2025-09-10 07:56:51,Solved (Work Around),Resolved: payment timeout at checkout addressed by App Support.,Closed,true,0,No,Low,4 - Low,4,2025-09-09 00:56:51
INC4001155,MFA prompt not received,4 - Low,Access,Performance,Identity & Access,Titan Auth Service,Chat,2025-09-14 09:28:11,2025-09-16 01:22:11,2025-09-16 01:22:11,Solved (Work Around),Resolved: mfa prompt not received addressed by Identity & Access.,Closed,true,0,No,Low,4 - Low,4,2025-09-14 09:28:11
INC4001160,Leave request stuck,4 - Low,Network,Request,App Support,Helios HR Portal,Email,2025-09-26 18:46:26,2025-09-29 03:10:26,2025-09-29 03:10:26,Solved (Work Around),Resolved: leave request stuck addressed by App Support.,Closed,true,0,Yes,Low,4 - Low,4,2025-09-26 18:46:26
INC4001167,Email not syncing,4 - Low,Access,Configuration,Cloud Ops,Mailflow Online,Email,2025-07-06 08:42:02,2025-07-08 19:12:02,2025-07-08 19:12:02,Known Error,Resolved: email not syncing addressed by Cloud Ops.,Closed,true,0,No,Low,4 - Low,4,2025-07-06 08:42:02
INC4001174,Email not syncing,1 - Critical,Hardware,Configuration,Cloud Ops,Mailflow Online,Chat,2025-10-29 04:56:54,2025-10-30 00:32:54,2025-10-30 00:32:54,Not Reproducible,Resolved: email not syncing addressed by Cloud Ops.,Closed,true,0,No,Critical,1 - Critical,1,2025-10-29 04:56:54
INC4001175,Service needs restart,4 - Low,Database,Outage,Infrastructure,Atlas Monitoring,Walk-in,2025-08-28 04:40:30,2025-08-30 09:58:30,2025-08-30 09:58:30,Known Error,Resolved: service needs restart addressed by Infrastructure.,Closed,true,0,No,Low,4 - Low,4,2025-08-28 04:40:30
INC4001177,Printer offline,4 - Low,Email,Performance,Deskside Support,Vertex Print Service,Self-service,2025-08-26 13:21:39,2025-08-28 00:57:39,2025-08-28 00:57:39,Known Error,Resolved: printer offline addressed by Deskside Support.,Closed,false,0,No,Low,4 - Low,4,2025-08-26 13:21:39
INC4001184,Server high CPU alert,1 - Critical,Support,Outage,Infrastructure,Atlas Monitoring,Self-service,2025-08-06 20:49:53,2025-08-07 06:37:53,2025-08-07 06:37:53,Solved (Permanently),Resolved: server high cpu alert addressed by Infrastructure.,Closed,true,0,No,Critical,1 - Critical,1,2025-08-06 20:49:53
INC4001190,Cannot scan to email,4 - Low,Access,Configuration,Deskside Support,Vertex Print Service,Self-service,2025-12-05 12:03:37,2025-12-08 09:15:37,2025-12-08 09:15:37,Not Reproducible,Resolved: cannot scan to email addressed by Deskside Support.,Closed,true,0,No,Low,4 - Low,4,2025-12-05 12:03:37
INC4001196,Cannot connect to VPN,2 - High,Network,Performance,Network Ops,VPN Gateway,Walk-in,2025-11-12 00:29:24,2025-11-13 08:11:24,2025-11-13 08:11:24,Known Error,Resolved: cannot connect to vpn addressed by Network Ops.,Closed,true,0,Yes,High,2 - High,2,2025-11-12 00:29:24
INC4001198,VPN disconnects intermittently,4 - Low,Database,Error,Network Ops,VPN Gateway,Walk-in,2025-09-08 05:51:46,2025-09-10 10:51:46,2025-09-10 10:51:46,Closed/Resolved by Caller,Resolved: vpn disconnects intermittently addressed by Network Ops.,Closed,true,0,Yes,Low,4 - Low,4,2025-09-08 05:51:46
INC4001203,Leave request stuck,4 - Low,Software,Request,App Support,Helios HR Portal,Phone,2025-12-16 13:11:59,2025-12-19 10:53:59,2025-12-19 10:53:59,Not Reproducible,Resolved: leave request stuck addressed by App Support.,Closed,true,0,No,Low,4 - Low,4,2025-12-16 13:11:59
INC4001209,Leave request stuck,4 - Low,Database,Outage,App Support,Helios HR Portal,Chat,2025-07-31 17:21:41,2025-08-03 09:09:41,2025-08-03 09:09:41,Solved (Permanently),Resolved: leave request stuck addressed by App Support.,Closed,true,0,No,Low,4 - Low,4,2025-07-31 17:21:41
INC4001210,CRM login failure,1 - Critical,Access,Request,App Support,Globex CRM,Chat,2025-09-03 03:18:47,2025-09-05 12:06:47,2025-09-05 12:06:47,Solved (Work Around),Resolved: crm login failure addressed by App Support.,Closed,false,1,No,Critical,1 - Critical,1,2025-09-03 03:18:47
INC4001216,Leave request stuck,3 - Moderate,Support,Performance,App Support,Helios HR Portal,Phone,2025-10-08 22:08:14,2025-10-09 05:56:14,2025-10-09 05:56:14,Closed/Resolved by Caller,Resolved: leave request stuck addressed by App Support.,Closed,true,0,No,Moderate,3 - Moderate,3,2025-10-08 22:08:14
INC4001218,Payment gateway returns 500,4 - Low,Access,Performance,App Support,Acme Payments API,Self-service,2025-08-28 07:48:16,2025-08-31 04:18:16,2025-08-31 04:18:16,Known Error,Resolved: payment gateway returns 500 addressed by App Support.,Closed,true,0,Yes,Low,4 - Low,4,2025-08-28 07:48:16
INC4001220,Service needs restart,3 - Moderate,Email,Request,Infrastructure,Atlas Monitoring,Phone,2025-12-11 11:02:57,2025-12-13 13:56:57,2025-12-13 13:56:57,Solved (Permanently),Resolved: service needs restart addressed by Infrastructure.,Closed,true,0,No,Moderate,3 - Moderate,3,2025-12-11 11:02:57
INC4001223,Mailbox quota exceeded,1 - Critical,Database,Outage,Cloud Ops,Mailflow Online,Email,2025-09-13 21:33:25,2025-09-15 13:39:25,2025-09-15 13:39:25,Solved (Work Around),Resolved: mailbox quota exceeded addressed by Cloud Ops.,Closed,true,0,No,Critical,1 - Critical,1,2025-09-13 21:33:25
INC4001224,Disk space low on host,4 - Low,Access,Error,Infrastructure,Atlas Monitoring,Email,2025-10-09 14:07:05,2025-10-11 01:43:05,2025-10-11 01:43:05,Known Error,Resolved: disk space low on host addressed by Infrastructure.,Closed,false,0,No,Low,4 - Low,4,2025-10-09 14:07:05
INC4001231,Payment gateway returns 500,4 - Low,Software,Outage,App Support,Acme Payments API,Chat,2025-08-07 20:56:15,2025-08-09 19:02:15,2025-08-09 19:02:15,Closed/Resolved by Caller,Resolved: payment gateway returns 500 addressed by App Support.,Closed,false,0,No,Low,4 - Low,4,2025-08-07 20:56:15
INC4001233,Print job stuck in queue,3 - Moderate,Access,Error,Deskside Support,Vertex Print Service,Email,2025-09-09 22:01:08,2025-09-11 01:01:08,2025-09-11 01:01:08,Closed/Resolved by Caller,Resolved: print job stuck in queue addressed by Deskside Support.,Closed,false,0,No,Moderate,3 - Moderate,3,2025-09-09 22:01:08
INC4001234,Report shows stale data,1 - Critical,Software,Outage,Database Team,Orion Data Warehouse,Walk-in,2025-10-12 06:10:15,2025-10-12 17:28:15,2025-10-12 17:28:15,Closed/Resolved by Caller,Resolved: report shows stale data addressed by Database Team.,Closed,true,0,No,Critical,1 - Critical,1,2025-10-12 06:10:15
INC4001236,Cannot scan to email,3 - Moderate,Access,Outage,Deskside Support,Vertex Print Service,Self-service,2025-09-15 14:37:55,2025-09-17 05:25:55,2025-09-17 05:25:55,Closed/Resolved by Caller,Resolved: cannot scan to email addressed by Deskside Support.,Closed,true,0,No,Moderate,3 - Moderate,3,2025-09-15 14:37:55
INC4001238,MFA prompt not received,4 - Low,Software,Request,Identity & Access,Titan Auth Service,Self-service,2025-08-01 15:17:04,2025-08-04 14:11:04,2025-08-04 14:11:04,Closed/Resolved by Caller,Resolved: mfa prompt not received addressed by Identity & Access.,Closed,true,0,Yes,Low,4 - Low,4,2025-08-01 15:17:04
INC4001242,Data not refreshed overnight,4 - Low,Email,Request,Database Team,Orion Data Warehouse,Walk-in,2025-08-28 12:20:23,2025-08-30 16:50:23,2025-08-30 16:50:23,Not Reproducible,Resolved: data not refreshed overnight addressed by Database Team.,Closed,true,1,No,Low,4 - Low,4,2025-08-28 12:20:23
INC4001244,Disk space low on host,4 - Low,Hardware,Configuration,Infrastructure,Atlas Monitoring,Walk-in,2025-10-16 12:38:03,2025-10-18 21:02:03,2025-10-18 21:02:03,Known Error,Resolved: disk space low on host addressed by Infrastructure.,Closed,true,0,Yes,Low,4 - Low,4,2025-10-16 12:38:03
INC4001247,CRM page very slow to load,4 - Low,Access,Request,App Support,Globex CRM,Walk-in,2025-11-21 18:59:41,2025-11-24 09:29:41,2025-11-24 09:29:41,Known Error,Resolved: crm page very slow to load addressed by App Support.,Closed,false,0,No,Low,4 - Low,4,2025-11-21 18:59:41
INC4001251,Report shows stale data,2 - High,Software,Request,Database Team,Orion Data Warehouse,Email,2025-09-12 17:51:41,2025-09-14 14:33:41,2025-09-14 14:33:41,Solved (Work Around),Resolved: report shows stale data addressed by Database Team.,Closed,true,1,No,High,2 - High,2,2025-09-12 17:51:41
INC4001254,HR portal error on submit,4 - Low,Support,Request,App Support,Helios HR Portal,Self-service,2025-07-04 16:51:46,2025-07-07 03:45:46,2025-07-07 03:45:46,Solved (Work Around),Resolved: hr portal error on submit addressed by App Support.,Closed,true,0,No,Low,4 - Low,4,2025-07-04 16:51:46
INC4001256,Payslip not visible,2 - High,Access,Performance,App Support,Helios HR Portal,Chat,2025-08-19 07:17:33,2025-08-20 13:35:33,2025-08-20 13:35:33,Closed/Resolved by Caller,Resolved: payslip not visible addressed by App Support.,Closed,true,0,Yes,High,2 - High,2,2025-08-19 07:17:33
INC4001263,VPN disconnects intermittently,3 - Moderate,Support,Configuration,Network Ops,VPN Gateway,Walk-in,2025-07-13 00:11:22,2025-07-15 03:23:22,2025-07-15 03:23:22,Solved (Permanently),Resolved: vpn disconnects intermittently addressed by Network Ops.,Closed,true,0,No,Moderate,3 - Moderate,3,2025-07-13 00:11:22
INC4001265,Transaction declined in error,4 - Low,Network,Outage,App Support,Acme Payments API,Chat,2025-08-15 15:45:40,2025-08-17 00:51:40,2025-08-17 00:51:40,Known Error,Resolved: transaction declined in error addressed by App Support.,Closed,false,0,No,Low,4 - Low,4,2025-08-15 15:45:40
INC4001270,Cannot send external email,4 - Low,Email,Outage,Cloud Ops,Mailflow Online,Email,2025-09-07 03:52:26,2025-09-08 22:52:26,2025-09-08 22:52:26,Solved (Work Around),Resolved: cannot send external email addressed by Cloud Ops.,Closed,true,0,No,Low,4 - Low,4,2025-09-07 03:52:26
INC4001277,Payment timeout at checkout,2 - High,Hardware,Performance,App Support,Acme Payments API,Phone,2025-09-09 17:47:47,2025-09-10 05:53:47,2025-09-10 05:53:47,Not Reproducible,Resolved: payment timeout at checkout addressed by App Support.,Closed,false,0,No,High,2 - High,2,2025-09-09 17:47:47
INC4001279,MFA prompt not received,2 - High,Network,Configuration,Identity & Access,Titan Auth Service,Email,2025-12-14 19:22:32,2025-12-16 18:10:32,2025-12-16 18:10:32,Not Reproducible,Resolved: mfa prompt not received addressed by Identity & Access.,Closed,false,1,No,High,2 - High,2,2025-12-14 19:22:32
INC4001286,SSO redirect loop,2 - High,Email,Request,Identity & Access,Titan Auth Service,Walk-in,2025-08-16 02:46:41,2025-08-17 12:40:41,2025-08-17 12:40:41,Solved (Permanently),Resolved: sso redirect loop addressed by Identity & Access.,Closed,true,0,Yes,High,2 - High,2,2025-08-16 02:46:41
INC4001287,Disk space low on host,4 - Low,Network,Outage,Infrastructure,Atlas Monitoring,Email,2025-10-20 10:56:53,2025-10-21 08:44:53,2025-10-21 08:44:53,Not Reproducible,Resolved: disk space low on host addressed by Infrastructure.,Closed,true,0,No,Low,4 - Low,4,2025-10-20 10:56:53
INC4001291,VPN very slow after login,4 - Low,Database,Outage,Network Ops,VPN Gateway,Phone,2025-10-03 15:57:12,2025-10-04 09:39:12,2025-10-04 09:39:12,Solved (Permanently),Resolved: vpn very slow after login addressed by Network Ops.,Closed,false,0,No,Low,4 - Low,4,2025-10-03 15:57:12
INC4001296,File sync conflict,2 - High,Support,Performance,Cloud Ops,Nimbus File Storage,Email,2025-09-13 00:59:54,2025-09-15 06:11:54,2025-09-15 06:11:54,Solved (Work Around),Resolved: file sync conflict addressed by Cloud Ops.,Closed,false,0,Yes,High,2 - High,2,2025-09-13 00:59:54
INC4001299,Data not refreshed overnight,3 - Moderate,Software,Request,Database Team,Orion Data Warehouse,Phone,2025-12-02 17:04:52,2025-12-05 05:40:52,2025-12-05 05:40:52,Not Reproducible,Resolved: data not refreshed overnight addressed by Database Team.,Closed,true,0,No,Moderate,3 - Moderate,3,2025-12-02 17:04:52
INC4001306,Cannot send external email,4 - Low,Network,Outage,Cloud Ops,Mailflow Online,Email,2025-09-04 00:24:16,2025-09-06 06:06:16,2025-09-06 06:06:16,Known Error,Resolved: cannot send external email addressed by Cloud Ops.,Closed,true,1,No,Low,4 - Low,4,2025-09-04 00:24:16
INC4001307,SSO redirect loop,2 - High,Access,Performance,Identity & Access,Titan Auth Service,Walk-in,2025-07-10 19:44:57,2025-07-12 17:38:57,2025-07-12 17:38:57,Solved (Permanently),Resolved: sso redirect loop addressed by Identity & Access.,Closed,false,0,No,High,2 - High,2,2025-07-10 19:44:57
INC4001311,Payment gateway returns 500,4 - Low,Email,Request,App Support,Acme Payments API,Phone,2025-12-07 08:46:10,2025-12-07 20:04:10,2025-12-07 20:04:10,Not Reproducible,Resolved: payment gateway returns 500 addressed by App Support.,Closed,true,0,No,Low,4 - Low,4,2025-12-07 08:46:10
INC4001312,Payslip not visible,2 - High,Access,Outage,App Support,Helios HR Portal,Phone,2025-10-24 11:29:45,2025-10-25 00:35:45,2025-10-25 00:35:45,Solved (Work Around),Resolved: payslip not visible addressed by App Support.,Closed,true,1,No,High,2 - High,2,2025-10-24 11:29:45
INC4001316,Cannot connect to VPN,3 - Moderate,Access,Error,Network Ops,VPN Gateway,Self-service,2025-10-21 10:47:42,2025-10-23 08:35:42,2025-10-23 08:35:42,Known Error,Resolved: cannot connect to vpn addressed by Network Ops.,Closed,true,0,No,Moderate,3 - Moderate,3,2025-10-21 10:47:42
INC4001317,Leave request stuck,4 - Low,Database,Performance,App Support,Helios HR Portal,Phone,2025-11-16 12:04:30,2025-11-18 02:34:30,2025-11-18 02:34:30,Not Reproducible,Resolved: leave request stuck addressed by App Support.,Closed,true,0,No,Low,4 - Low,4,2025-11-16 12:04:30
INC4001320,File restore request,4 - Low,Network,Request,Cloud Ops,Nimbus File Storage,Walk-in,2025-10-01 02:39:13,2025-10-02 01:03:13,2025-10-02 01:03:13,Known Error,Resolved: file restore request addressed by Cloud Ops.,Closed,true,1,No,Low,4 - Low,4,2025-10-01 02:39:13
INC4001327,Payslip not visible,4 - Low,Access,Error,App Support,Helios HR Portal,Phone,2025-12-30 07:02:31,2025-12-31 18:32:31,2025-12-31 18:32:31,Solved (Work Around),Resolved: payslip not visible addressed by App Support.,Closed,true,0,No,Low,4 - Low,4,2025-12-30 07:02:31
INC4001334,Service needs restart,1 - Critical,Software,Request,Infrastructure,Atlas Monitoring,Email,2025-10-01 08:21:02,2025-10-01 17:39:02,2025-10-01 17:39:02,Known Error,Resolved: service needs restart addressed by Infrastructure.,Closed,true,0,No,Critical,1 - Critical,1,2025-10-01 08:21:02
INC4001335,Payment gateway returns 500,3 - Moderate,Email,Outage,App Support,Acme Payments API,Chat,2025-07-09 19:50:54,2025-07-10 04:38:54,2025-07-10 04:38:54,Solved (Work Around),Resolved: payment gateway returns 500 addressed by App Support.,Closed,true,0,No,Moderate,3 - Moderate,3,2025-07-09 19:50:54
INC4001340,File sync conflict,4 - Low,Database,Performance,Cloud Ops,Nimbus File Storage,Chat,2025-10-30 02:01:50,2025-11-01 01:55:50,2025-11-01 01:55:50,Solved (Permanently),Resolved: file sync conflict addressed by Cloud Ops.,Closed,true,0,No,Low,4 - Low,4,2025-10-30 02:01:50
INC4001342,Cannot save customer record,4 - Low,Network,Request,App Support,Globex CRM,Email,2025-09-30 02:04:11,2025-10-01 22:04:11,2025-10-01 22:04:11,Solved (Work Around),Resolved: cannot save customer record addressed by App Support.,Closed,true,1,No,Low,4 - Low,4,2025-09-30 02:04:11
INC4001343,MFA prompt not received,2 - High,Support,Configuration,Identity & Access,Titan Auth Service,Chat,2025-08-30 12:00:39,2025-08-30 12:42:39,2025-08-30 12:42:39,Solved (Work Around),Resolved: mfa prompt not received addressed by Identity & Access.,Closed,true,0,No,High,2 - High,2,2025-08-30 12:00:39
INC4001347,ETL job failed,4 - Low,Software,Error,Database Team,Orion Data Warehouse,Phone,2025-10-26 21:55:37,2025-10-28 07:07:37,2025-10-28 07:07:37,Solved (Permanently),Resolved: etl job failed addressed by Database Team.,Closed,true,0,No,Low,4 - Low,4,2025-10-26 21:55:37
INC4001354,File restore request,4 - Low,Hardware,Performance,Cloud Ops,Nimbus File Storage,Email,2025-11-13 03:40:06,2025-11-13 10:58:06,2025-11-13 10:58:06,Not Reproducible,Resolved: file restore request addressed by Cloud Ops.,Closed,false,0,No,Low,4 - Low,4,2025-11-13 03:40:06
INC4001358,HR portal error on submit,3 - Moderate,Network,Request,App Support,Helios HR Portal,Chat,2025-11-27 03:19:23,2025-11-27 16:55:23,2025-11-27 16:55:23,Closed/Resolved by Caller,Resolved: hr portal error on submit addressed by App Support.,Closed,true,0,No,Moderate,3 - Moderate,3,2025-11-27 03:19:23
INC4001363,Payment gateway returns 500,4 - Low,Access,Configuration,App Support,Acme Payments API,Chat,2025-12-27 15:03:06,2025-12-30 03:57:06,2025-12-30 03:57:06,Solved (Work Around),Resolved: payment gateway returns 500 addressed by App Support.,Closed,false,0,Yes,Low,4 - Low,4,2025-12-27 15:03:06
INC4001367,Payment timeout at checkout,1 - Critical,Access,Error,App Support,Acme Payments API,Chat,2025-12-05 20:25:58,2025-12-08 11:49:58,2025-12-08 11:49:58,Closed/Resolved by Caller,Resolved: payment timeout at checkout addressed by App Support.,Closed,true,0,No,Critical,1 - Critical,1,2025-12-05 20:25:58
INC4001372,Leave request stuck,3 - Moderate,Database,Configuration,App Support,Helios HR Portal,Phone,2025-07-03 06:17:09,2025-07-05 20:53:09,2025-07-05 20:53:09,Not Reproducible,Resolved: leave request stuck addressed by App Support.,Closed,true,1,No,Moderate,3 - Moderate,3,2025-07-03 06:17:09
INC4001379,MFA prompt not received,3 - Moderate,Support,Configuration,Identity & Access,Titan Auth Service,Walk-in,2025-09-02 06:31:54,2025-09-04 07:25:54,2025-09-04 07:25:54,Solved (Permanently),Resolved: mfa prompt not received addressed by Identity & Access.,Closed,true,0,Yes,Moderate,3 - Moderate,3,2025-09-02 06:31:54
INC4001382,Account locked out,4 - Low,Hardware,Outage,Identity & Access,Titan Auth Service,Email,2025-12-03 21:25:05,2025-12-06 12:07:05,2025-12-06 12:07:05,Solved (Permanently),Resolved: account locked out addressed by Identity & Access.,Closed,true,1,No,Low,4 - Low,4,2025-12-03 21:25:05
INC4001383,Cannot send external email,2 - High,Support,Request,Cloud Ops,Mailflow Online,Chat,2025-07-15 10:13:26,2025-07-16 18:31:26,2025-07-16 18:31:26,Not Reproducible,Resolved: cannot send external email addressed by Cloud Ops.,Closed,true,1,No,High,2 - High,2,2025-07-15 10:13:26
INC4001390,CRM login failure,3 - Moderate,Software,Configuration,App Support,Globex CRM,Walk-in,2025-09-12 19:54:25,2025-09-12 23:00:25,2025-09-12 23:00:25,Not Reproducible,Resolved: crm login failure addressed by App Support.,Closed,true,1,No,Moderate,3 - Moderate,3,2025-09-12 19:54:25
INC4001395,HR portal error on submit,3 - Moderate,Support,Configuration,App Support,Helios HR Portal,Walk-in,2025-11-29 00:45:57,2025-12-01 11:39:57,2025-12-01 11:39:57,Closed/Resolved by Caller,Resolved: hr portal error on submit addressed by App Support.,Closed,true,1,No,Moderate,3 - Moderate,3,2025-11-29 00:45:57
INC4001402,CRM page very slow to load,4 - Low,Database,Outage,App Support,Globex CRM,Walk-in,2025-11-16 22:55:59,2025-11-17 15:19:59,2025-11-17 15:19:59,Known Error,Resolved: crm page very slow to load addressed by App Support.,Closed,true,0,No,Low,4 - Low,4,2025-11-16 22:55:59
INC4001406,VPN very slow after login,1 - Critical,Software,Outage,Network Ops,VPN Gateway,Walk-in,2025-09-29 02:43:04,2025-10-01 14:01:04,2025-10-01 14:01:04,Solved (Work Around),Resolved: vpn very slow after login addressed by Network Ops.,Closed,true,0,No,Critical,1 - Critical,1,2025-09-29 02:43:04
INC4001407,Cannot send external email,1 - Critical,Support,Request,Cloud Ops,Mailflow Online,Self-service,2025-09-22 15:20:45,2025-09-24 23:44:45,2025-09-24 23:44:45,Known Error,Resolved: cannot send external email addressed by Cloud Ops.,Closed,true,1,No,Critical,1 - Critical,1,2025-09-22 15:20:45
INC4001412,Server high CPU alert,3 - Moderate,Database,Error,Infrastructure,Atlas Monitoring,Walk-in,2025-12-22 23:35:16,2025-12-23 09:41:16,2025-12-23 09:41:16,Closed/Resolved by Caller,Resolved: server high cpu alert addressed by Infrastructure.,Closed,false,0,Yes,Moderate,3 - Moderate,3,2025-12-22 23:35:16
INC4001417,VPN very slow after login,3 - Moderate,Email,Outage,Network Ops,VPN Gateway,Walk-in,2025-11-11 16:19:57,2025-11-12 02:01:57,2025-11-12 02:01:57,Closed/Resolved by Caller,Resolved: vpn very slow after login addressed by Network Ops.,Closed,false,0,No,Moderate,3 - Moderate,3,2025-11-11 16:19:57
INC4001419,File restore request,3 - Moderate,Access,Configuration,Cloud Ops,Nimbus File Storage,Walk-in,2025-12-24 08:06:10,2025-12-27 06:00:10,2025-12-27 06:00:10,Not Reproducible,Resolved: file restore request addressed by Cloud Ops.,Closed,true,0,No,Moderate,3 - Moderate,3,2025-12-24 08:06:10
INC4001421,Mailbox quota exceeded,4 - Low,Database,Performance,Cloud Ops,Mailflow Online,Walk-in,2025-10-23 05:20:38,2025-10-24 02:38:38,2025-10-24 02:38:38,Known Error,Resolved: mailbox quota exceeded addressed by Cloud Ops.,Closed,true,0,No,Low,4 - Low,4,2025-10-23 05:20:38
INC4001425,Cannot scan to email,2 - High,Database,Configuration,Deskside Support,Vertex Print Service,Email,2025-09-26 21:47:04,2025-09-28 15:05:04,2025-09-28 15:05:04,Closed/Resolved by Caller,Resolved: cannot scan to email addressed by Deskside Support.,Closed,true,0,No,High,2 - High,2,2025-09-26 21:47:04
INC4001432,Shared drive inaccessible,4 - Low,Support,Performance,Cloud Ops,Nimbus File Storage,Email,2025-07-27 14:16:29,2025-07-29 14:40:29,2025-07-29 14:40:29,Not Reproducible,Resolved: shared drive inaccessible addressed by Cloud Ops.,Closed,true,0,No,Low,4 - Low,4,2025-07-27 14:16:29
INC4001437,Email not syncing,3 - Moderate,Support,Configuration,Cloud Ops,Mailflow Online,Phone,2025-11-15 21:47:04,2025-11-16 00:35:04,2025-11-16 00:35:04,Known Error,Resolved: email not syncing addressed by Cloud Ops.,Closed,false,0,Yes,Moderate,3 - Moderate,3,2025-11-15 21:47:04
INC4001441,ETL job failed,3 - Moderate,Support,Outage,Database Team,Orion Data Warehouse,Walk-in,2025-11-04 19:22:30,2025-11-04 23:16:30,2025-11-04 23:16:30,Solved (Permanently),Resolved: etl job failed addressed by Database Team.,Closed,true,0,No,Moderate,3 - Moderate,3,2025-11-04 19:22:30
INC4001447,Server high CPU alert,3 - Moderate,Database,Outage,Infrastructure,Atlas Monitoring,Walk-in,2025-12-06 23:59:20,2025-12-09 13:59:20,2025-12-09 13:59:20,Known Error,Resolved: server high cpu alert addressed by Infrastructure.,Closed,true,0,No,Moderate,3 - Moderate,3,2025-12-06 23:59:20
INC4001453,MFA prompt not received,4 - Low,Email,Error,Identity & Access,Titan Auth Service,Chat,2025-08-02 11:15:16,2025-08-04 12:33:16,2025-08-04 12:33:16,Solved (Permanently),Resolved: mfa prompt not received addressed by Identity & Access.,Closed,false,0,Yes,Low,4 - Low,4,2025-08-02 11:15:16
INC4001456,Data not refreshed overnight,4 - Low,Access,Performance,Database Team,Orion Data Warehouse,Self-service,2025-07-24 19:15:07,2025-07-26 13:33:07,2025-07-26 13:33:07,Solved (Work Around),Resolved: data not refreshed overnight addressed by Database Team.,Closed,true,0,Yes,Low,4 - Low,4,2025-07-24 19:15:07
INC4001463,Data not refreshed overnight,4 - Low,Database,Outage,Database Team,Orion Data Warehouse,Walk-in,2025-09-28 18:29:59,2025-09-30 11:53:59,2025-09-30 11:53:59,Solved (Work Around),Resolved: data not refreshed overnight addressed by Database Team.,Closed,true,0,Yes,Low,4 - Low,4,2025-09-28 18:29:59
INC4001465,Cannot connect to VPN,4 - Low,Hardware,Outage,Network Ops,VPN Gateway,Email,2025-09-15 02:46:12,2025-09-16 17:40:12,2025-09-16 17:40:12,Not Reproducible,Resolved: cannot connect to vpn addressed by Network Ops.,Closed,true,0,Yes,Low,4 - Low,4,2025-09-15 02:46:12
INC4001466,Printer offline,2 - High,Database,Outage,Deskside Support,Vertex Print Service,Chat,2025-09-25 21:34:21,2025-09-27 14:10:21,2025-09-27 14:10:21,Solved (Work Around),Resolved: printer offline addressed by Deskside Support.,Closed,true,0,No,High,2 - High,2,2025-09-25 21:34:21
INC4001471,Shared drive inaccessible,3 - Moderate,Database,Outage,Cloud Ops,Nimbus File Storage,Self-service,2025-12-15 14:46:30,2025-12-18 10:52:30,2025-12-18 10:52:30,Known Error,Resolved: shared drive inaccessible addressed by Cloud Ops.,Closed,true,1,No,Moderate,3 - Moderate,3,2025-12-15 14:46:30
INC4001472,Transaction declined in error,4 - Low,Software,Performance,App Support,Acme Payments API,Walk-in,2025-08-24 05:56:16,2025-08-26 05:02:16,2025-08-26 05:02:16,Known Error,Resolved: transaction declined in error addressed by App Support.,Closed,true,0,No,Low,4 - Low,4,2025-08-24 05:56:16
INC4001477,Email not syncing,4 - Low,Support,Request,Cloud Ops,Mailflow Online,Self-service,2025-12-06 06:51:50,2025-12-07 13:39:50,2025-12-07 13:39:50,Solved (Work Around),Resolved: email not syncing addressed by Cloud Ops.,Closed,true,1,No,Low,4 - Low,4,2025-12-06 06:51:50
INC4001478,Transaction declined in error,4 - Low,Email,Performance,App Support,Acme Payments API,Email,2025-07-17 00:23:30,2025-07-17 04:47:30,2025-07-17 04:47:30,Closed/Resolved by Caller,Resolved: transaction declined in error addressed by App Support.,Closed,false,1,No,Low,4 - Low,4,2025-07-17 00:23:30
